1, 1.0000, 0.2500
2, 1.0000, 0.5000
3, 1.0000, 0.7500
4, 1.0000, 1.0000
5, 1.0000, 1.0000
6, 1.0000, 1.0000
7, 1.0000, 1.0000
8, 1.0000, 1.0000
9, 1.0000, 1.0000
10, 1.0000, 1.0000
11, -1.0000, 0.5000
12, -1.0000, 0.0000
13, -1.0000, -0.5000
14, -1.0000, -1.0000
15, -1.0000, -1.0000
16, -1.0000, -1.0000
17, -1.0000, -1.0000
18, -1.0000, -1.0000
19, -1.0000, -1.0000
20, -1.0000, -1.0000
21, 1.0000, -0.5000
22, 1.0000, 0.0000
23, 1.0000, 0.5000
24, 1.0000, 1.0000
25, 1.0000, 1.0000
26, 1.0000, 1.0000
27, 1.0000, 1.0000
28, 1.0000, 1.0000
29, 1.0000, 1.0000
30, 1.0000, 1.0000
31, -1.0000, 0.5000
32, -1.0000, 0.0000
33, -1.0000, -0.5000
34, -1.0000, -1.0000
35, -1.0000, -1.0000
36, -1.0000, -1.0000
37, -1.0000, -1.0000
38, -1.0000, -1.0000
39, -1.0000, -1.0000
40, -1.0000, -1.0000
